Claim ID,Exact claim,URL (example),Pages carrying claim,Other example URLs,Claim type,All matched types,Where,Current source,Evidence status,Risk,Recommended treatment,Required owner evidence
C-11608,REACH Regulation (EC) 1907/2006 SVHC obligations.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11609,"RoHS Declaration of Conformity, REACH SVHC declaration, material-composition data sheet covering chip, antenna, substrate, adhesive and ink, and an EN IEC 63000 technical file are the standard artifacts that enterprise procurement teams and European importers expect before any volume order ships.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11610,"Key takeaway RoHS Directive 2011/65/EU with RoHS 3 phthalate additions (Commission Delegated Directive (EU) 2015/863, adopted 31 March 2015, in force from 22 July 2019 for most categories).",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11611,"The proof, not the promise — what RoHS and REACH compliance actually requires Anyone can write 'RoHS-compliant' on a product page; the phrase costs nothing and proves even less.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11612,"Request RoHS/REACH documentation package The proof, not the promise — what RoHS and REACH compliance actually requires Anyone can write 'RoHS-compliant' on a product page; the phrase costs nothing and proves even less.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11613,"The hard part of compliance was never choosing a cleaner adhesive; it is being able to prove, long after the fact and under audit, that you did.",/guides/nfc-rohs-reach-compliance/,1,,legal/regulatory,legal/regulatory,body,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-11614,"RoHS Directive 2011/65/EU and RoHS 3 phthalate amendments — what is restricted and at what thresholds The Restriction of Hazardous Substances Directive is the European Union's framework for limiting six historic hazardous substances in electrical and electronic equipment, extended by the RoHS 3 amendment (EU 2015/863) to include four phthalates.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory|manufacturing capability,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11615,"Understanding the substance list, the thresholds and the homogeneous-material concept is the prerequisite for any credible RoHS programme.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11616,"Lead (0.1%), mercury (0.1%), cadmium (0.01%), hexavalent chromium (0.1%), polybrominated biphenyls PBB (0.1%), polybrominated diphenyl ethers PBDE (0.1%), and the RoHS 3 additions of DEHP, BBP, DBP and DIBP phthalates (each at 0.1%).",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11617,"Homogeneous material concept: RoHS assessment operates on the material level, not the component or product level.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11618,"Passive tags typically fall under category 3 (IT and telecommunications) or category 8 (monitoring and control instruments) depending on end use, with the same substance thresholds applying across the categories that are within RoHS scope.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11619,"Test methodology: RoHS verification uses XRF (X-ray fluorescence) screening as a first-pass non-destructive test, followed by confirmatory chemical analysis with ICP-OES for metals, GC-MS for organic restricted substances and phthalates, and specific spectroscopic methods for hexavalent chromium.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11620,"Supplier-chain evidence: finished-tag manufacturers collect RoHS declarations from each component supplier (chip manufacturer, antenna supplier, substrate vendor, adhesive vendor, ink vendor) and consolidate them into the technical file.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11621,CE marking interaction: RoHS compliance is one of the directives whose compliance is evidenced by the CE mark on the finished product.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11622,A credible supplier demonstrates RoHS compliance within the same technical-file package that supports CE marking rather than maintaining a separate RoHS-only evidence set.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11623,"REACH Regulation (EC) 1907/2006 — SVHC candidate list, Article 33 notification and tonnage thresholds The REACH regulation operates on a different model from RoHS: instead of a fixed list of restricted substances with concentration thresholds, REACH maintains a growing candidate list of Substances of Very High Concern and requires supply-chain notification when any SVHC is present in an article above 0.1% weight.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11624,A supplier that was REACH-compliant last year may have new disclosure obligations this year if a substance used in its product stack was added to the list.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11625,The SCIP database is intended to inform waste-treatment operators and consumers and is a concrete REACH compliance obligation that must be executed per SKU.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11626,"PVC-based RFID cards and substrates historically contained DEHP or DOP phthalate plasticizers, now either RoHS-restricted or on the SVHC candidate list.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11627,"Cards produced today generally use RoHS-compliant plasticizers or phthalate-free alternatives, but older inventory and lower-tier suppliers are the common source of SVHC surprises in procurement diligence.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11628,"Adhesive chemistry scrutiny: pressure-sensitive adhesives used on NFC labels may contain solvents, crosslinkers, tackifiers or plasticizers subject to REACH assessment.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11629,Water-based acrylic adhesives are typically cleaner under REACH than solvent-based rubber adhesives and have become the default for consumer-facing NFC labels as a result.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11630,"Material-by-material RoHS/REACH profile — chip, antenna, substrate, adhesive and ink A credible RoHS/REACH programme breaks the tag down into its five material layers and documents the compliance posture of each independently.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11631,"Understanding the typical RoHS/REACH profile of each layer helps procurement teams ask the right questions during supplier diligence and helps engineering teams make substitution decisions (PVC vs PET, water-based vs solvent-based adhesive) with a clear view of the environmental-compliance implications.",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
