file,commit,before,after
src/content/editorial/products/rfid-keyfobs/em4305-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/em4305-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.20–0.45 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.20–0.45 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/mifare-desfire-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/mifare-desfire-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/nfc-epoxy-key-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/nfc-epoxy-key-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.35–0.80 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.35–0.80 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/nfc-wood-keychain-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/nfc-wood-keychain-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.35–0.80 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.35–0.80 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/rfid-abs-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/rfid-abs-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.20–0.45 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.20–0.45 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/rfid-epoxy-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/rfid-epoxy-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.35–0.80 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.35–0.80 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/rfid-metal-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/rfid-metal-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/rfid-wristwatch-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/rfid-wristwatch-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.35–0.80 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.35–0.80 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/t5577-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/t5577-keyfob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.20–0.45 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.20–0.45 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/alien-higgs-9-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/alien-higgs-9-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/impinj-m700-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/impinj-m700-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/impinj-m730-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/impinj-m730-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/impinj-m750-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/impinj-m750-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/impinj-m800-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/impinj-m800-uhf-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
